Ingenio,Hacienda,Suerte,Municipio,Corregimiento,Codigo_14,Municipio_Clean,h8,Es_Hacienda_Ausente,Hda_Real,DAR
Castilla,CALANDA,114,Florida,Remolino,CC000110000114,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,AVELINA,217,Pradera,La Granja,CC000503000217,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,LORENA,012,Pradera,La Tupia,CC000102000012,PRADERA,CC000102,True,LORENA,SURORIENTE
Castilla,SAN RAFAEL,261,Pradera,La Tupia,CC000105000261,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CASTILLA,290,Pradera,La Granja,CC000506000290,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,291,Pradera,La Granja,CC000506000291,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,EL AMPARO,012,Florida,San Antonio De Los Caballeros,CC000135000012,FLORIDA,CC000135,True,EL AMPARO,SURORIENTE
Castilla,EL AMPARO,014,Florida,San Antonio De Los Caballeros,CC000135000014,FLORIDA,CC000135,True,EL AMPARO,SURORIENTE
Castilla,EL AMPARO,013,Florida,San Antonio De Los Caballeros,CC000135000013,FLORIDA,CC000135,True,EL AMPARO,SURORIENTE
Castilla,CALANDA,131,Florida,Remolino,CC000110000131,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Incauca,GUALES - UNO,1,Candelaria,nd,CA010087000001,CANDELARIA,CA010087,True,GUALES - UNO,SURORIENTE
Incauca,GUALES - UNO,10,Candelaria,nd,CA010087000010,CANDELARIA,CA010087,True,GUALES - UNO,SURORIENTE
Incauca,GUALES - UNO,4,Candelaria,nd,CA010087000004,CANDELARIA,CA010087,True,GUALES - UNO,SURORIENTE
Incauca,GUALES - UNO,12,Candelaria,nd,CA010087000012,CANDELARIA,CA010087,True,GUALES - UNO,SURORIENTE
Providencia,EL OVIEDO EMPRESA,002C,El Cerrito,nd,PR08012700002C,EL CERRITO,PR080127,True,EL OVIEDO EMPRESA,CENTRO SUR
Providencia,SAN FERNANDO,23,El Cerrito,nd,PR080337000023,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,LA LOMITA,033B,El Cerrito,nd,PR08041300033B,EL CERRITO,PR080413,True,LA LOMITA,CENTRO SUR
Providencia,LA LOMITA,033B,El Cerrito,nd,PR08041300033B,EL CERRITO,PR080413,True,LA LOMITA,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,028C,El Cerrito,nd,PR08042300028C,EL CERRITO,PR080423,True,EL ROSARIO ARBOLEDA,SURORIENTE
Providencia,EL ROSARIO ARBOLEDA,035F,El Cerrito,nd,PR08042300035F,EL CERRITO,PR080423,True,EL ROSARIO ARBOLEDA,SURORIENTE
Providencia,EL OVIEDO EMPRESA,2,El Cerrito,nd,PR080127000002,EL CERRITO,PR080127,True,EL OVIEDO EMPRESA,CENTRO SUR
Providencia,LA AURORA,120A,El Cerrito,nd,PR08010300120A,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,SAN FERNANDO,014B,El Cerrito,nd,PR08033700014B,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,SAN FERNANDO,014C,El Cerrito,nd,PR08033700014C,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,EL CANELO M,2,El Cerrito,nd,PR081052000002,EL CERRITO,PR081052,True,EL CANELO M,CENTRO SUR
Providencia,SAN FERNANDO,014A,El Cerrito,nd,PR08033700014A,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,SAN FERNANDO,3,El Cerrito,nd,PR080337000003,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,SAN FERNANDO,011A,El Cerrito,nd,PR08033700011A,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,VILLA MERCEDES,004B,El Cerrito,nd,PR08012900004B,EL CERRITO,PR080129,True,VILLA MERCEDES,CENTRO SUR
Providencia,EL CANELO M,3,El Cerrito,nd,PR081052000003,EL CERRITO,PR081052,True,EL CANELO M,CENTRO SUR
Providencia,LA TRIBUNA,008A,El Cerrito,nd,PR08043400008A,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Providencia,LA TRIBUNA,014C,El Cerrito,nd,PR08043400014C,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Providencia,LA TRIBUNA,014B,El Cerrito,nd,PR08043400014B,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Providencia,ZABALETAS 2 ARANGO,2,El Cerrito,nd,PR080309000002,EL CERRITO,PR080309,True,ZABALETAS 2 ARANGO,SURORIENTE
Providencia,LA TRIBUNA,015A,El Cerrito,nd,PR08043400015A,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Providencia,ZABALETAS 2 ARANGO,5,El Cerrito,nd,PR080309000005,EL CERRITO,PR080309,True,ZABALETAS 2 ARANGO,SURORIENTE
Providencia,LA TRIBUNA,15,El Cerrito,nd,PR080434000015,EL CERRITO,PR080434,True,LA TRIBUNA,CENTRO SUR
Providencia,LA TRIBUNA,017A,El Cerrito,nd,PR08043400017A,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Providencia,ZABALETAS CORPORACION,545A,El Cerrito,nd,PR08012300545A,EL CERRITO,PR080123,True,ZABALETAS CORPORACION,CENTRO SUR
Providencia,EL RANCHO EMPRESA,005A,El Cerrito,nd,PR08013000005A,EL CERRITO,PR080130,True,EL RANCHO EMPRESA,CENTRO SUR
Providencia,EL RANCHO EMPRESA,6,El Cerrito,nd,PR080130000006,EL CERRITO,PR080130,True,EL RANCHO EMPRESA,CENTRO SUR
Providencia,SAN FERNANDO,9,El Cerrito,nd,PR080337000009,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,SAN FERNANDO,007C,El Cerrito,nd,PR08033700007C,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,SAN FERNANDO,8,El Cerrito,nd,PR080337000008,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,SAN FERNANDO,12,El Cerrito,nd,PR080337000012,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,LA MANSION 1,14,El Cerrito,nd,PR080323000014,EL CERRITO,PR080323,True,LA MANSION,SURORIENTE
Providencia,AURORA CUCALON,991C,El Cerrito,nd,PR08060100991C,EL CERRITO,PR080601,True,AURORA CUCALON,CENTRO SUR
Providencia,SAN FERNANDO,016B,El Cerrito,nd,PR08033700016B,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,SAN FERNANDO,16,El Cerrito,nd,PR080337000016,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,LA MANSION 1,12,El Cerrito,nd,PR080323000012,EL CERRITO,PR080323,True,LA MANSION,SURORIENTE
Providencia,LA MANSION 1,013A,El Cerrito,nd,PR08032300013A,EL CERRITO,PR080323,True,LA MANSION,SURORIENTE
Providencia,SAN FERNANDO,20,El Cerrito,nd,PR080337000020,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,SAN FERNANDO,001C,El Cerrito,nd,PR08033700001C,EL CERRITO,PR080337,True,SAN FERNANDO,CENTRO SUR
Providencia,SAN FERNANDO,005A,El Cerrito,nd,PR08033700005A,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,LA TRIBUNA,007A,El Cerrito,nd,PR08043400007A,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Providencia,LA TRIBUNA,007B,El Cerrito,nd,PR08043400007B,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Providencia,LA MANSION CARMEN ,002A,El Cerrito,nd,PR08016500002A,EL CERRITO,PR080165,True,LA MANSION CARMEN,SURORIENTE
Providencia,LA TRIBUNA,16,El Cerrito,nd,PR080434000016,EL CERRITO,PR080434,True,LA TRIBUNA,CENTRO SUR
Providencia,SAN MIGUEL 3 ,010A,El Cerrito,nd,PR08018100010A,EL CERRITO,PR080181,True,SAN MIGUEL,CENTRO SUR
Providencia,LA TRIBUNA,17,El Cerrito,nd,PR080434000017,EL CERRITO,PR080434,True,LA TRIBUNA,CENTRO SUR
Providencia,LA ARGELIA,357D,El Cerrito,nd,PR08011100357D,EL CERRITO,PR080111,True,LA ARGELIA,SURORIENTE
Providencia,LA ARGELIA,359,El Cerrito,nd,PR080111000359,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA MANSION 1,7,El Cerrito,nd,PR080323000007,EL CERRITO,PR080323,True,LA MANSION,SURORIENTE
Providencia,LA MANSION 1,004A,El Cerrito,nd,PR08032300004A,EL CERRITO,PR080323,True,LA MANSION,SURORIENTE
Manuelita,ROSARIO SAAVEDRA ORIENTE,5,El Cerrito,San Antonio,MN000393000005,EL CERRITO,MN000393,True,ROSARIO SAAVEDRA ORIENTE,SURORIENTE
Manuelita,ROSARIO SAAVEDRA ORIENTE,5A,El Cerrito,San Antonio,MN00039300005A,EL CERRITO,MN000393,True,ROSARIO SAAVEDRA ORIENTE,SURORIENTE
Manuelita,ROSARIO SAAVEDRA ORIENTE,6,El Cerrito,San Antonio,MN000393000006,EL CERRITO,MN000393,True,ROSARIO SAAVEDRA ORIENTE,CENTRO SUR
Castilla,LA UNION,090,Florida,Remolino,CC000117000090,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,CHAMORRAS,110,Pradera,La Tupia,CC000104000110,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,331,Pradera,La Tupia,CC000104000331,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,180,Pradera,La Tupia,CC000104000180,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,140,Pradera,La Tupia,CC000104000140,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,AVELINA,196,Pradera,La Granja,CC000503000196,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,CALANDA,118,Florida,Remolino,CC000110000118,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,SAN RAFAEL,150,Pradera,La Tupia,CC000105000150,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,SAN RAFAEL,170,Pradera,La Tupia,CC000105000170,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CALANDA,210,Florida,Remolino,CC000110000210,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CHAMORRAS,200,Pradera,La Tupia,CC000104000200,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CASTILLA,170,Pradera,La Granja,CC000506000170,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,SAN RAFAEL,104,Pradera,La Tupia,CC000105000104,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CHAMORRAS,440,Pradera,La Tupia,CC000104000440,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,SAN RAFAEL,071,Pradera,La Tupia,CC000105000071,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,SAN RAFAEL,264,Pradera,La Tupia,CC000105000264,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,LA UNION,030,Florida,Remolino,CC000117000030,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,LA UNION,032,Florida,Remolino,CC000117000032,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,LA UNION,033,Florida,Remolino,CC000117000033,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,CHAMORRAS,091,Pradera,La Tupia,CC000104000091,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CASTILLA,232,Pradera,La Granja,CC000506000232,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,360,Pradera,La Granja,CC000506000360,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,AVELINA,120,Pradera,La Granja,CC000503000120,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,AVELINA,102,Pradera,La Granja,CC000503000102,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,CALANDA,040,Florida,Remolino,CC000110000040,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CALANDA,082,Florida,Remolino,CC000110000082,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Manuelita,ROSARIO SAAVEDRA ORIENTE,7,El Cerrito,San Antonio,MN000393000007,EL CERRITO,MN000393,True,ROSARIO SAAVEDRA ORIENTE,CENTRO SUR
Manuelita,CRISTALINA ELISA,1A,El Cerrito,San Antonio,MN00044000001A,EL CERRITO,MN000440,True,CRISTALINA ELISA,SURORIENTE
Manuelita,INES,30A,El Cerrito,Santa Elena,MN00005700030A,EL CERRITO,MN000057,True,INES,SURORIENTE
Manuelita,INES,31A,El Cerrito,Santa Elena,MN00005700031A,EL CERRITO,MN000057,True,INES,SURORIENTE
Manuelita,INES,31B,El Cerrito,Santa Elena,MN00005700031B,EL CERRITO,MN000057,True,INES,SURORIENTE
Manuelita,MILAGRO,2,El Cerrito,San Antonio,MN000060000002,EL CERRITO,MN000060,True,MILAGRO,CENTRO SUR
Manuelita,MILAGRO,2A,El Cerrito,San Antonio,MN00006000002A,EL CERRITO,MN000060,True,MILAGRO,SURORIENTE
Manuelita,ANTOJO   A.I.M.,3,El Cerrito,San Antonio,MN000310000003,EL CERRITO,MN000310,True,ANTOJO   A.I.M.,CENTRO SUR
Incauca,CALANDA CASTILLA,10,Florida,nd,CA011157000010,FLORIDA,CA011157,True,CALANDA CASTILLA,SURORIENTE
Incauca,LA AURORA PROVIDENCIA,106D,El Cerrito,nd,CA01186100106D,EL CERRITO,CA011861,True,LA AURORA PROVIDENCIA,CENTRO SUR
Incauca,TIERRA GRATA CASTILLA,31,Florida,nd,CA011396000031,FLORIDA,CA011396,True,TIERRA GRATA CASTILLA,SURORIENTE
Incauca,LA PALOMERA JAIME PROVIDENCIA,4,Candelaria,nd,CA012344000004,CANDELARIA,CA012344,True,LA PALOMERA JAIME PROVIDENCIA,SURORIENTE
Incauca,SAN GERARDO TORRES-PROVIDENCIA,4,Palmira,nd,CA010884000004,PALMIRA,CA010884,True,SAN GERARDO TORRES-PROVIDENCIA,SURORIENTE
Incauca,LA ARGELIA PROVIDENCIA,357D,El Cerrito,nd,CA01181000357D,EL CERRITO,CA011810,True,LA ARGELIA PROVIDENCIA,SURORIENTE
Incauca,LA PALMA TEJADA,021A,Palmira,nd,CA01135200021A,PALMIRA,CA011352,True,LA PALMA TEJADA,SURORIENTE
Incauca,LA PALMA TEJADA,024A,Palmira,nd,CA01135200024A,PALMIRA,CA011352,True,LA PALMA TEJADA,SURORIENTE
Incauca,CHUNE  CASTILLA,40,Pradera,nd,CA011639000040,PRADERA,CA011639,True,CHUNE  CASTILLA,SURORIENTE
Incauca,ARADO II CASTILLA,30,Pradera,nd,CA012329000030,PRADERA,CA012329,True,ARADO II CASTILLA,SURORIENTE
Incauca,EL RETIRO CORREA MAYAGUEZ,1,Florida,nd,CA011636000001,FLORIDA,CA011636,True,EL RETIRO CORREA MAYAGUEZ,SURORIENTE
Incauca,LA SULTANA SAA ,2,Candelaria,nd,CA011908000002,CANDELARIA,CA011908,True,LA SULTANA SAA,SURORIENTE
Incauca,LA SULTANA SAA ,002A,Candelaria,nd,CA01190800002A,CANDELARIA,CA011908,True,LA SULTANA SAA,SURORIENTE
Incauca,CHUNE  CASTILLA,34,Pradera,nd,CA011639000034,PRADERA,CA011639,True,CHUNE  CASTILLA,SURORIENTE
Incauca,TIERRA MEDIA CASTILLA,180,Florida,nd,CA012366000180,FLORIDA,CA012366,True,TIERRA MEDIA CASTILLA,SURORIENTE
Incauca,FLORESTA - ROJAS PROVIDENCIA,004A,Palmira,nd,CA01085100004A,PALMIRA,CA010851,True,FLORESTA - ROJAS PROVIDENCIA,SURORIENTE
Incauca,LA CECILIA VICTORIA,2,Florida,nd,CA010392000002,FLORIDA,CA010392,True,LA CECILIA VICTORIA,SURORIENTE
Pichichi,SAN FERNANDO,020,El Cerrito,San Antonio,PC002251000020,EL CERRITO,PC002251,True,SAN FERNANDO,SURORIENTE
Pichichi,SAN FERNANDO,070,El Cerrito,San Antonio,PC002251000070,EL CERRITO,PC002251,True,SAN FERNANDO,SURORIENTE
Pichichi,EL ARBOLITO,180,El Cerrito,nd,PC002286000180,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Pichichi,EL ARBOLITO,080,El Cerrito,nd,PC002286000080,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Pichichi,EL ARBOLITO,100,El Cerrito,nd,PC002286000100,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Pichichi,LA CRUZ,130,El Cerrito,San Antonio,PC002243000130,EL CERRITO,PC002243,True,LA CRUZ,SURORIENTE
Pichichi,LA CRUZ,140,El Cerrito,San Antonio,PC002243000140,EL CERRITO,PC002243,True,LA CRUZ,SURORIENTE
Pichichi,LA LOMITA,060,El Cerrito,San Antonio,PC002283000060,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,LA LOMITA,050,El Cerrito,San Antonio,PC002283000050,EL CERRITO,PC002283,True,LA LOMITA,SURORIENTE
Pichichi,MARGARITA CABAL,020,El Cerrito,San Antonio,PC002273000020,EL CERRITO,PC002273,True,MARGARITA CABAL,SURORIENTE
Pichichi,SAN FERNANDO,010,El Cerrito,San Antonio,PC002251000010,EL CERRITO,PC002251,True,SAN FERNANDO,SURORIENTE
Providencia,LA AURORA,113,El Cerrito,nd,PR080103000113,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA MARIA EL ROBLE,001A,El Cerrito,nd,PR08044800001A,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,CENTRO SUR
Providencia,LA MARIA EL ROBLE,1,El Cerrito,nd,PR080448000001,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,27,El Cerrito,nd,PR080423000027,EL CERRITO,PR080423,True,EL ROSARIO ARBOLEDA,CENTRO SUR
Providencia,LA MARIA EL ROBLE,2,El Cerrito,nd,PR080448000002,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,CENTRO SUR
Providencia,SAN FERNANDO,018A,El Cerrito,nd,PR08033700018A,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Providencia,LA PRIMAVERA,375B,El Cerrito,nd,PR08011200375B,EL CERRITO,PR080112,True,LA PRIMAVERA,CENTRO SUR
Providencia,EL JAPON,552A,El Cerrito,nd,PR08011600552A,EL CERRITO,PR080116,True,EL JAPON,SURORIENTE
Providencia,EL JARDIN,126,El Cerrito,nd,PR080126000126,EL CERRITO,PR080126,True,EL JARDIN,CENTRO SUR
Providencia,EL JARDIN,132,El Cerrito,nd,PR080126000132,EL CERRITO,PR080126,True,EL JARDIN,CENTRO SUR
Providencia,LA PRIMAVERA,376,El Cerrito,nd,PR080112000376,EL CERRITO,PR080112,True,LA PRIMAVERA,CENTRO SUR
Providencia,LA AURORA,108,El Cerrito,nd,PR080103000108,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA ARGELIA,364D,El Cerrito,nd,PR08011100364D,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA ARGELIA,270A,El Cerrito,nd,PR08011100270A,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA ARGELIA,270G,El Cerrito,nd,PR08011100270G,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA ARGELIA,357A,El Cerrito,nd,PR08011100357A,EL CERRITO,PR080111,True,LA ARGELIA,SURORIENTE
Providencia,LA ARGELIA,364B,El Cerrito,nd,PR08011100364B,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA ARGELIA,364E,El Cerrito,nd,PR08011100364E,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA ARGELIA,356B,El Cerrito,nd,PR08011100356B,EL CERRITO,PR080111,True,LA ARGELIA,CENTRO SUR
Providencia,LA AURORA,106B,El Cerrito,nd,PR08010300106B,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Castilla,VILLA HORTENSIA,020,Florida,Remolino,CC000716000020,FLORIDA,CC000716,True,VILLA HORTENSIA,SURORIENTE
Castilla,SAN RAFAEL,060,Pradera,La Tupia,CC000105000060,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CALANDA,241,Florida,Remolino,CC000110000241,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CALANDA,231,Florida,Remolino,CC000110000231,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,EL NILO AGRICOLA,430,Florida,Remolino,CC000112000430,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,EL NILO AGRICOLA,402,Florida,Remolino,CC000112000402,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,EL NILO AGRICOLA,432,Florida,Remolino,CC000112000432,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,LLANO MEDIO CASTILLA,110,Florida,Remolino,CC000217000110,FLORIDA,CC000217,True,LLANO MEDIO CASTILLA,SURORIENTE
Castilla,AVELINA,103,Pradera,La Granja,CC000503000103,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,EL NILO AGRICOLA,400,Florida,Remolino,CC000112000400,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,CHAMORRAS,310,Pradera,La Tupia,CC000104000310,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,312,Pradera,La Tupia,CC000104000312,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,OCASIONAL MAYAGUEZ CASILDA,013,Florida,El Pedregal,CC000962000013,FLORIDA,CC000962,True,OCASIONAL MAYAGUEZ CASILDA,SURORIENTE
Castilla,AVELINA,020,Pradera,La Granja,CC000503000020,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,CHAMORRAS,204,Pradera,La Tupia,CC000104000204,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,403,Pradera,La Tupia,CC000104000403,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CASTILLA,150,Pradera,La Granja,CC000506000150,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,OCASIONAL MAYAGUEZ CASILDA,027,Florida,El Pedregal,CC000962000027,FLORIDA,CC000962,True,OCASIONAL MAYAGUEZ CASILDA,SURORIENTE
Castilla,SAN RAFAEL,164,Pradera,La Tupia,CC000105000164,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CALANDA,150,Florida,Remolino,CC000110000150,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CALANDA,154,Florida,Remolino,CC000110000154,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CHUNE,020,Pradera,La Tupia,CC000138000020,PRADERA,CC000138,True,CHUNE,SURORIENTE
Castilla,CHAMORRAS,192,Pradera,La Tupia,CC000104000192,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,SAN RAFAEL,074,Pradera,La Tupia,CC000105000074,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CASTILLA,180,Pradera,La Granja,CC000506000180,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,190,Pradera,La Granja,CC000506000190,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,SAN RAFAEL,100,Pradera,La Tupia,CC000105000100,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,SAN RAFAEL,102,Pradera,La Tupia,CC000105000102,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,SAN RAFAEL,270,Pradera,La Tupia,CC000105000270,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,SAN RAFAEL,262,Pradera,La Tupia,CC000105000262,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,AVELINA,171,Pradera,La Granja,CC000503000171,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,AVELINA,220,Pradera,La Granja,CC000503000220,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,SAN JORGE,060,Pradera,La Tupia,CC000101000060,PRADERA,CC000101,True,SAN JORGE,SURORIENTE
Castilla,OCASIONAL MAYAGUEZ PILARICA,028,Florida,El Pedregal,CC000901000028,FLORIDA,CC000901,True,OCASIONAL MAYAGUEZ PILARICA,SURORIENTE
Castilla,AVELINA,230,Pradera,La Granja,CC000503000230,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,CASTILLA,270,Pradera,La Granja,CC000506000270,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,EL VERGEL ESTRADA PROPIO,150,Pradera,La Tupia,CC000147000150,PRADERA,CC000147,True,EL VERGEL ESTRADA PROPIO,SURORIENTE
Castilla,CALANDA,130,Florida,Remolino,CC000110000130,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,AVELINA,030,Pradera,La Granja,CC000503000030,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,CHAMORRAS,130,Pradera,La Tupia,CC000104000130,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,203,Pradera,La Tupia,CC000104000203,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,EL LIBANO,022,Pradera,La Granja,CC000107000022,PRADERA,CC000107,True,EL LIBANO,SURORIENTE
Castilla,LA UNION,094,Florida,Remolino,CC000117000094,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,SAN JORGE,040,Pradera,La Tupia,CC000101000040,PRADERA,CC000101,True,SAN JORGE,SURORIENTE
Manuelita,ROSARIO SEEMAN 2,4,El Cerrito,San Antonio,MN000332000004,EL CERRITO,MN000332,True,ROSARIO SEEMAN,SURORIENTE
Manuelita,INES,31,El Cerrito,Santa Elena,MN000057000031,EL CERRITO,MN000057,True,INES,CENTRO SUR
Pichichi,SAN FERNANDO,050,El Cerrito,San Antonio,PC002251000050,EL CERRITO,PC002251,True,SAN FERNANDO,SURORIENTE
Pichichi,SAN FERNANDO,060,El Cerrito,San Antonio,PC002251000060,EL CERRITO,PC002251,True,SAN FERNANDO,SURORIENTE
Pichichi,EL ARBOLITO,060,El Cerrito,nd,PC002286000060,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Pichichi,BELGICA,050,El Cerrito,San Antonio,PC002212000050,EL CERRITO,PC002212,True,BELGICA,SURORIENTE
Pichichi,BELGICA,060,El Cerrito,San Antonio,PC002212000060,EL CERRITO,PC002212,True,BELGICA,SURORIENTE
Incauca,SANTA MARTHA LA ISABELLA,003B,Candelaria,nd,CA01061900003B,CANDELARIA,CA010619,True,SANTA MARTHA LA ISABELLA,SURORIENTE
Incauca,SANTA MARTHA LA ISABELLA,003B,Candelaria,nd,CA01061900003B,CANDELARIA,CA010619,True,SANTA MARTHA LA ISABELLA,SURORIENTE
Incauca,GUADALAJARA LOTE 3A,8,Candelaria,nd,CA011172000008,CANDELARIA,CA011172,True,GUADALAJARA LOTE 3A,SUROCCIDENTE
Incauca,JAUJA,2,Candelaria,nd,CA011658000002,CANDELARIA,CA011658,True,JAUJA,SUROCCIDENTE
